user,pred_ns,ground_truth_x,common_items,pred_no_ns,items_in_ns_not_in_noNs,items_in_noNs_not_in_ns,ns_higher_ranked,noNs_higher_ranked
238,"[4214, 900, 229, 3239, 26, 544, 3598, 2236, 2093, 414]","[762, 69, 1727, 1665, 1447, 1446, 370, 1442, 813, 319]",[],"[1727, 457, 1430, 1730, 813, 1438, 460, 1199, 470, 370, 4230, 382, 531, 261, 468, 1741, 1732, 1729, 1447, 1761]","[544, 900, 229, 3239, 2093, 3598, 4214, 26, 2236, 414]","[261, 4230, 531, 1430, 1438, 1447, 813, 1199, 1727, 1729, 1730, 1732, 457, 460, 1741, 468, 470, 1761, 370, 382]",[],[]
544,"[3170, 4204, 1905, 2102, 301, 1962, 1017, 4183, 3841, 2136]","[533, 2400, 1672, 1019, 3735, 501, 1458, 1034, 531, 1883]",[],"[1019, 518, 533, 501, 786, 1672, 2871, 505, 531, 1458, 1461, 1227, 3136, 2398, 1035, 3153, 1548, 1462, 309, 525]","[3841, 3170, 1962, 4204, 301, 1905, 2102, 4183, 2136, 1017]","[518, 1672, 1035, 1548, 525, 786, 531, 533, 1458, 1461, 1462, 2871, 309, 3136, 1227, 3153, 2398, 501, 505, 1019]",[],[]
832,"[72, 971, 2391, 1378, 724, 2683, 4480, 1346, 1062, 3544]","[3053, 2476, 514, 1755]",[],"[309, 313, 298, 777, 876, 532, 1428, 527, 530, 1536, 208, 2471, 525, 1334, 446, 534, 102, 2326, 1879, 323]","[4480, 1378, 1346, 1062, 72, 971, 724, 2391, 3544, 2683]","[1536, 777, 525, 527, 530, 532, 1428, 534, 2326, 2471, 298, 309, 1334, 313, 446, 323, 208, 1879, 102, 876]",[],[]
831,"[3363, 3104, 1770, 377, 1223, 1478, 4114, 1814, 3618, 708]","[3025, 1396, 209, 212, 1390, 1571]",[],"[2066, 735, 1404, 2860, 1263, 1388, 226, 214, 1401, 1391, 225, 1400, 1267, 238, 4, 1406, 222, 209, 1791, 3031]","[3104, 3618, 3363, 708, 1478, 1223, 1770, 4114, 1814, 377]","[4, 2066, 2860, 209, 214, 3031, 222, 735, 225, 226, 1388, 238, 1263, 1391, 1267, 1400, 1401, 1404, 1406, 1791]",[],[]
1193,"[1782, 3636, 208, 528, 1285, 1779, 3541, 3064, 1606, 2426]","[1286, 1434, 88, 4211, 395, 239, 84, 4079, 250, 1768, 80, 933, 1804]",[],"[2024, 252, 392, 2251, 239, 109, 3284, 430, 2263, 262, 989, 2247, 115, 88, 126, 2025, 1242, 1284, 373, 933]","[1285, 1606, 208, 528, 1779, 3636, 3541, 1782, 3064, 2426]","[1284, 262, 392, 933, 430, 2247, 2251, 3284, 2263, 88, 1242, 989, 2024, 2025, 109, 239, 115, 373, 252, 126]",[],[]
129,"[2439, 2790, 2482, 682, 1830, 603, 1714, 2097, 2056, 3794]","[1895, 1978, 185, 673, 1648]",[],"[676, 184, 176, 498, 188, 673, 181, 401, 2740, 296, 168, 495, 341, 164, 279, 963, 333, 587, 186, 167]","[2790, 1830, 2056, 2439, 682, 2097, 2482, 1714, 3794, 603]","[401, 279, 673, 164, 676, 167, 296, 168, 176, 2740, 181, 184, 186, 188, 963, 587, 333, 341, 495, 498]",[],[]
1639,"[3374, 2466, 3444, 1033, 2502, 688, 965, 3264, 3624, 733]","[4246, 3185, 4212, 204, 3302]",[],"[257, 438, 1306, 436, 929, 431, 443, 97, 2669, 1159, 204, 995, 725, 2753, 2924, 905, 348, 1150, 264, 125]","[3264, 2466, 965, 2502, 3624, 1033, 3374, 688, 3444, 733]","[257, 1159, 264, 905, 1306, 929, 431, 436, 438, 443, 2753, 204, 725, 348, 97, 995, 2924, 2669, 125, 1150]",[],[]
865,"[1446, 2959, 994, 1184, 3484, 3162, 3087, 3911, 2239, 3105]","[422, 778, 612, 786, 302, 711, 509, 309]",[],"[509, 778, 522, 511, 338, 298, 793, 475, 1823, 1019, 208, 504, 786, 292, 309, 1220, 501, 630, 1940, 307]","[1184, 3105, 994, 1446, 3911, 2959, 3087, 3162, 3484, 2239]","[778, 522, 786, 1940, 793, 1823, 292, 298, 307, 309, 1220, 208, 338, 475, 501, 630, 504, 1019, 509, 511]",[],[]
1623,"[689, 3950, 4112, 1535, 4347, 3932, 4425, 3701, 1247, 357]","[2061, 167, 1391, 186, 228]",[],"[181, 186, 295, 1056, 187, 1393, 587, 151, 3539, 185, 672, 330, 162, 681, 188, 218, 167, 2648, 959, 2061]","[357, 4425, 1535, 3950, 4112, 689, 3701, 4347, 3932, 1247]","[2061, 151, 1056, 672, 162, 295, 167, 681, 181, 185, 186, 187, 188, 959, 330, 587, 3539, 2648, 218, 1393]",[],[]
780,"[1684, 3282, 2332, 1215, 575, 1335, 2927, 2233, 4453, 654]","[2915, 4123, 542, 1067, 540, 4122]",[],"[545, 620, 116, 540, 86, 1306, 3376, 549, 906, 624, 744, 1064, 937, 537, 1152, 125, 121, 758, 828, 734]","[4453, 575, 654, 2927, 3282, 1684, 1335, 2233, 2332, 1215]","[1152, 906, 537, 1306, 540, 545, 549, 1064, 937, 3376, 828, 86, 734, 744, 620, 624, 116, 758, 121, 125]",[],[]
1771,"[3289, 638, 2903, 2749, 1076, 3405, 288, 3047, 2756, 3538]","[337, 899, 298, 975, 1641, 3363, 86, 442]",[],"[298, 308, 899, 337, 1236, 307, 1219, 731, 1722, 230, 777, 2475, 1684, 2121, 2237, 682, 784, 191, 303, 1940]","[288, 2756, 3047, 3405, 3538, 1076, 2903, 3289, 2749, 638]","[899, 777, 784, 1684, 1940, 298, 2475, 682, 303, 307, 308, 1722, 2237, 191, 1219, 2121, 337, 1236, 731, 230]",[],[]
858,"[3059, 1282, 432, 3900, 1176, 3139, 3359, 1241, 190, 12]","[1027, 2837, 3915, 534, 849, 839, 532]",[],"[893, 839, 1004, 608, 1003, 609, 532, 896, 799, 534, 841, 1523, 505, 540, 1193, 102, 8, 591, 1906, 1010]","[1282, 3139, 12, 432, 3059, 1176, 1241, 3900, 190, 3359]","[896, 8, 532, 534, 540, 799, 1193, 839, 841, 591, 608, 609, 102, 1003, 1004, 1906, 1523, 1010, 505, 893]",[],[]
697,"[2856, 1399, 473, 4389, 3441, 1931, 3712, 578, 2837, 1452]","[783, 1019, 2435, 2529, 790, 779]",[],"[1019, 793, 516, 1466, 338, 778, 501, 511, 504, 1468, 533, 783, 2529, 794, 536, 2469, 779, 3137, 1695, 506]","[3712, 578, 4389, 2856, 1931, 1452, 3441, 2837, 1399, 473]","[516, 778, 779, 783, 533, 536, 793, 794, 1695, 2469, 1466, 1468, 3137, 338, 2529, 501, 504, 506, 1019, 511]",[],[]
1280,"[3885, 1625, 3966, 801, 398, 3644, 2249, 2574, 4079, 3684]","[786, 2945, 3135, 674, 3138, 785]",[],"[786, 512, 794, 1220, 778, 1089, 1458, 417, 283, 2846, 1693, 2469, 784, 679, 1569, 422, 330, 674, 522, 1695]","[801, 3684, 2249, 3885, 398, 2574, 4079, 1625, 3644, 3966]","[512, 778, 522, 784, 786, 794, 283, 1693, 2846, 1695, 417, 1569, 674, 2469, 422, 679, 1458, 1089, 1220, 330]",[],[]
1559,"[468, 4357, 3321, 2178, 77, 1862, 1305, 73, 949, 1915]","[617, 39, 1172, 806, 645, 549]",[],"[38, 370, 1169, 41, 49, 266, 1996, 989, 703, 52, 45, 912, 707, 437, 718, 649, 125, 725, 57, 553]","[2178, 4357, 1862, 3321, 73, 77, 468, 949, 1305, 1915]","[649, 266, 912, 1169, 38, 41, 553, 45, 49, 52, 437, 57, 703, 707, 1996, 718, 725, 989, 370, 125]",[],[]
58,"[2839, 830, 4313, 632, 942, 2838, 1796, 4263, 131, 77]","[1162, 1149, 1164, 1154, 109, 395, 1165, 1153]",[],"[3074, 2964, 2965, 121, 1921, 1206, 1489, 3374, 1597, 2099, 395, 431, 2988, 2695, 3185, 2979, 86, 1149, 128, 1778]","[131, 1796, 4263, 77, 942, 2838, 2839, 632, 4313, 830]","[128, 1921, 3074, 2695, 395, 2964, 2965, 2979, 2988, 3374, 431, 2099, 1206, 1597, 1489, 86, 3185, 1778, 121, 1149]",[],[]
24,"[994, 878, 790, 4354, 2503, 3007, 3274, 4335, 570, 2225]","[547, 629, 634, 633, 635, 619]",[],"[733, 220, 438, 419, 82, 83, 744, 1385, 255, 1921, 743, 336, 2367, 86, 242, 41, 315, 324, 125, 1002]","[994, 4354, 2503, 3274, 878, 4335, 2225, 790, 570, 3007]","[1921, 419, 41, 438, 315, 2367, 324, 336, 82, 83, 86, 220, 733, 743, 744, 1385, 1002, 242, 125, 255]",[],[]
453,"[3374, 4379, 2422, 3970, 4261, 1570, 3942, 2519, 2439, 217]","[115, 936, 1671, 86, 3376, 3548, 989, 565, 843, 3549, 1643]",[],"[734, 1697, 989, 1291, 733, 2577, 545, 744, 1643, 927, 564, 799, 372, 395, 1009, 892, 132, 542, 2025, 3470]","[3970, 1570, 4261, 3942, 2439, 3374, 2422, 2519, 217, 4379]","[132, 1291, 395, 3470, 2577, 542, 927, 799, 1697, 545, 564, 733, 734, 989, 744, 2025, 1643, 1009, 372, 892]",[],[]
926,"[644, 3778, 246, 3779, 577, 2083, 2801, 4447, 2916, 1822]","[783, 2844, 417, 308, 1574, 512]",[],"[417, 783, 682, 309, 422, 1220, 779, 784, 230, 1019, 1573, 337, 522, 795, 786, 292, 3131, 512, 182, 685]","[577, 3778, 2083, 3779, 644, 2916, 2801, 246, 1822, 4447]","[512, 522, 779, 783, 784, 786, 795, 417, 292, 1573, 422, 682, 685, 309, 182, 3131, 1220, 337, 230, 1019]",[],[]
885,"[4374, 1046, 2342, 4360, 1077, 3914, 870, 3139, 1455, 2629]","[1143, 2035, 3683, 3368, 4092]",[],"[570, 95, 68, 82, 54, 1351, 828, 491, 3374, 105, 646, 1347, 164, 1629, 2777, 151, 87, 645, 42, 146]","[3139, 2629, 870, 2342, 4360, 3914, 1455, 1077, 4374, 1046]","[645, 646, 146, 151, 164, 42, 3374, 54, 570, 828, 1347, 68, 1351, 82, 87, 2777, 1629, 95, 105, 491]",[],[]
1123,"[1355, 2988, 2516, 34, 3389, 414, 183, 1340, 1959, 3833]","[1117, 3974, 2132]",[],"[1996, 557, 2126, 553, 66, 898, 563, 1117, 1255, 537, 3540, 2362, 703, 658, 2033, 3115, 770, 646, 2303, 649]","[34, 1959, 1355, 2988, 2516, 183, 3833, 1340, 3389, 414]","[898, 770, 646, 649, 658, 537, 553, 3115, 557, 563, 2362, 703, 66, 1996, 2126, 3540, 1117, 1255, 2033, 2303]",[],[]
1113,"[815, 2636, 3222, 3377, 2196, 282, 4118, 2438, 4431, 3039]","[4356, 4015]",[],"[798, 2482, 2746, 4018, 2485, 2498, 2490, 2500, 4132, 2488, 4017, 1713, 2481, 2281, 3030, 2752, 1099, 4326, 2071, 1224]","[2438, 2636, 4431, 815, 3377, 2196, 3222, 4118, 282, 3039]","[2071, 798, 4132, 4017, 2482, 4018, 1713, 2485, 2481, 2488, 2490, 2746, 2752, 2498, 2500, 1224, 1099, 3030, 4326, 2281]",[],[]
160,"[2465, 202, 3910, 1506, 3256, 2225, 2115, 3201, 666, 3545]","[312, 313, 1191, 1035, 718, 2274]",[],"[509, 534, 484, 1665, 733, 718, 207, 312, 843, 609, 612, 892, 84, 80, 1618, 1324, 1718, 808, 1025, 564]","[2465, 1506, 2115, 3201, 3910, 202, 2225, 3256, 3545, 666]","[1665, 1025, 534, 808, 1324, 564, 1718, 312, 843, 718, 207, 80, 1618, 84, 733, 609, 484, 612, 892, 509]",[],[]
459,"[3126, 2313, 478, 1579, 2188, 206, 2634, 721, 65, 2439]","[1809, 1307, 845, 836, 591, 1758, 3563, 1009, 874, 80, 1005]",[],"[1519, 1004, 1009, 836, 452, 847, 593, 1758, 1003, 1520, 843, 874, 2158, 1523, 616, 592, 845, 3065, 591, 1015]","[65, 2439, 2313, 2634, 1579, 2188, 206, 721, 3126, 478]","[452, 836, 843, 845, 847, 592, 593, 591, 1758, 616, 874, 1003, 1004, 2158, 1519, 1520, 1009, 1523, 1015, 3065]",[],[]
561,"[2086, 1977, 2028, 265, 4164, 1440, 3084, 779, 1430, 298]","[151, 2778]",[],"[151, 164, 966, 2300, 581, 1048, 65, 271, 90, 172, 1109, 190, 336, 970, 162, 687, 584, 1449, 142, 185]","[1440, 4164, 2086, 265, 298, 779, 2028, 3084, 1430, 1977]","[142, 271, 151, 1048, 162, 164, 1449, 172, 687, 185, 190, 65, 581, 966, 584, 970, 336, 1109, 90, 2300]",[],[]
1859,"[3907, 2415, 2124, 281, 3345, 2703, 3155, 3872, 2760, 2841]","[885, 1109, 3792, 1365, 1449]",[],"[1449, 1156, 415, 929, 572, 2296, 731, 1921, 1609, 2294, 453, 371, 905, 2671, 1418, 1957, 1152, 144, 1948, 1629]","[3872, 3907, 281, 2760, 2124, 2415, 2703, 3345, 3155, 2841]","[1152, 1921, 1156, 905, 1418, 144, 1948, 415, 929, 1957, 1449, 572, 453, 1609, 731, 1629, 2671, 371, 2294, 2296]",[],[]
1387,"[2954, 2935, 3840, 422, 634, 1643, 868, 3176, 1270, 203]","[2852, 8, 592, 10, 3249, 2536, 609, 1618, 2225, 1189]",[],"[596, 532, 2152, 893, 843, 444, 615, 93, 1520, 1189, 592, 540, 609, 616, 803, 1779, 611, 515, 591, 1812]","[3840, 868, 422, 3176, 2954, 1643, 203, 1270, 2935, 634]","[515, 532, 1812, 540, 803, 1189, 444, 843, 591, 592, 596, 93, 609, 611, 615, 2152, 616, 1520, 1779, 893]",[],[]
872,"[4091, 4120, 686, 990, 503, 1272, 2286, 2989, 4093, 818]","[1572, 1695, 1692, 2470, 2720, 1823, 785, 2800, 1569, 2873]",[],"[1695, 1569, 1823, 475, 3140, 1085, 2470, 2720, 2637, 795, 792, 794, 1874, 283, 1692, 309, 3136, 1821, 779, 522]","[2989, 2286, 686, 818, 503, 1272, 4120, 4091, 4093, 990]","[522, 779, 792, 794, 283, 795, 1692, 1821, 1823, 2720, 1569, 1695, 2470, 309, 1085, 3136, 3140, 2637, 1874, 475]",[],[]
308,"[4135, 2072, 4385, 1645, 2509, 479, 609, 1525, 4183, 4246]","[3075, 1340, 961, 965, 829, 182, 274]",[],"[682, 182, 492, 582, 685, 272, 941, 495, 1079, 683, 610, 489, 961, 3609, 798, 2546, 197, 796, 942, 417]","[4385, 609, 4135, 1645, 2509, 1525, 4246, 4183, 2072, 479]","[272, 3609, 796, 798, 417, 682, 683, 685, 941, 942, 182, 1079, 961, 197, 582, 610, 489, 492, 495, 2546]",[],[]
939,"[185, 181, 4250, 334, 1380, 498, 4335, 1727, 1397, 126]","[718, 446, 2622, 2591, 4293, 2085]",[],"[338, 292, 784, 299, 298, 303, 753, 208, 1234, 96, 2385, 1237, 484, 797, 1526, 446, 323, 1221, 318, 280]","[1380, 334, 4335, 498, 181, 1397, 185, 4250, 126, 1727]","[784, 280, 797, 292, 298, 299, 303, 446, 318, 323, 1221, 208, 2385, 338, 1234, 1237, 96, 484, 753, 1526]",[],[]
303,"[255, 3206, 4004, 138, 1403, 3733, 3763, 1409, 222, 1100]","[3070, 9, 1, 867]",[],"[81, 5, 703, 1169, 1682, 52, 871, 14, 1315, 718, 1105, 45, 327, 3360, 20, 2391, 2559, 103, 864, 861]","[1409, 4004, 3206, 138, 1100, 3763, 3733, 1403, 222, 255]","[5, 14, 1169, 1682, 20, 3360, 1315, 45, 52, 703, 327, 718, 81, 1105, 2391, 861, 864, 871, 103, 2559]",[],[]
1569,"[609, 1591, 341, 3087, 2247, 3140, 2545, 203, 2104, 3028]","[438, 344, 118, 1796, 1543, 1475, 1823, 3616]",[],"[1628, 332, 420, 910, 249, 1921, 344, 827, 343, 345, 309, 1053, 1345, 2877, 723, 339, 1019, 313, 926, 1064]","[609, 3140, 2247, 203, 3087, 2545, 3028, 341, 1591, 2104]","[1921, 910, 1053, 926, 420, 1064, 309, 313, 827, 2877, 1345, 332, 723, 339, 343, 344, 345, 1628, 249, 1019]",[],[]
1812,"[3026, 463, 2249, 1445, 2072, 995, 3757, 1838, 516, 3928]","[1001, 1921, 1236, 118, 1704, 197, 2354, 572]",[],"[41, 98, 1976, 1489, 65, 2221, 899, 48, 125, 2165, 45, 2111, 49, 1053, 2976, 910, 369, 925, 3074, 2743]","[995, 516, 1445, 2249, 3757, 1838, 463, 3026, 3928, 2072]","[3074, 899, 910, 925, 1053, 2976, 41, 2221, 45, 48, 49, 2743, 1976, 2111, 65, 1489, 98, 369, 2165, 125]",[],[]
1775,"[2532, 697, 120, 1124, 3222, 2172, 3788, 4138, 2583, 1148]","[460, 370, 80, 2181, 1440, 1199]",[],"[370, 460, 3190, 1968, 468, 1172, 564, 382, 1140, 800, 3157, 1302, 1169, 84, 40, 1730, 744, 1748, 467, 1741]","[1124, 2532, 4138, 3788, 2172, 3222, 2583, 120, 697, 1148]","[1169, 1172, 1302, 800, 40, 1968, 564, 1730, 460, 1741, 467, 468, 3157, 84, 1748, 744, 370, 1140, 3190, 382]",[],[]
1876,"[4050, 4353, 3616, 4031, 2963, 1536, 1593, 3342, 1838, 2502]","[346, 4257, 82, 1630, 1108, 696, 1181, 649]",[],"[1634, 1117, 549, 649, 826, 101, 641, 930, 718, 4033, 723, 67, 68, 545, 646, 106, 736, 448, 82, 1842]","[3616, 4353, 1536, 2502, 3342, 1838, 4050, 2963, 1593, 4031]","[641, 646, 649, 545, 930, 549, 1842, 826, 448, 4033, 67, 68, 718, 82, 723, 1117, 736, 1634, 101, 106]",[],[]
1845,"[2340, 2358, 1925, 306, 1890, 2138, 3345, 34, 3085, 3654]","[17, 23, 729, 24, 313, 266]",[],"[730, 24, 2456, 1992, 630, 297, 733, 312, 27, 2120, 1877, 313, 1265, 2457, 338, 307, 853, 840, 1535, 1543]","[1890, 34, 2340, 1925, 3654, 3085, 3345, 306, 2358, 2138]","[1543, 2456, 2457, 24, 27, 297, 307, 312, 313, 1992, 2120, 840, 338, 1877, 853, 730, 733, 1265, 630, 1535]",[],[]
1816,"[4296, 4165, 3427, 177, 369, 3920, 666, 196, 1313, 1028]","[2558, 1682, 4471]",[],"[40, 38, 1489, 1156, 1921, 49, 2055, 1682, 748, 1691, 1208, 45, 4161, 426, 387, 371, 70, 460, 743, 2025]","[1313, 3427, 1028, 196, 4165, 4296, 3920, 177, 369, 666]","[1921, 387, 1156, 2055, 1682, 1691, 38, 40, 426, 45, 49, 1208, 4161, 70, 460, 1489, 743, 2025, 748, 371]",[],[]
53,"[2671, 3514, 1272, 2978, 2556, 2367, 648, 4325, 2549, 413]","[1070, 1079, 734, 298, 204, 731, 1081, 1073]",[],"[2606, 436, 431, 257, 999, 1002, 2730, 3836, 995, 248, 1158, 2291, 1707, 2121, 3838, 620, 2753, 1522, 2288, 1151]","[2978, 4325, 648, 2671, 2549, 1272, 3514, 2556, 413, 2367]","[257, 1158, 2730, 1707, 2606, 431, 436, 2753, 2121, 995, 999, 1002, 620, 2288, 1522, 2291, 248, 3836, 3838, 1151]",[],[]
429,"[4353, 3410, 4141, 3271, 1516, 2895, 3530, 97, 3124, 744]","[38, 110, 1522, 1921, 2850, 728, 1133, 636, 737, 997, 3480, 735, 2344, 912]",[],"[735, 457, 1299, 1682, 113, 725, 2766, 1744, 1141, 1919, 234, 299, 982, 354, 132, 1915, 1730, 1154, 2357, 733]","[4353, 97, 3271, 744, 3530, 1516, 4141, 2895, 3410, 3124]","[1154, 132, 1682, 1299, 299, 2357, 1730, 457, 2766, 1744, 725, 982, 733, 735, 354, 234, 113, 1141, 1915, 1919]",[],[]
435,"[2231, 991, 1782, 3649, 128, 4093, 1772, 1400, 915, 3823]","[341, 1342, 1164, 3213, 1897, 1336, 324, 1086, 2643]",[],"[65, 324, 1336, 1961, 730, 672, 498, 901, 676, 86, 436, 1628, 184, 345, 570, 151, 190, 2740, 308, 412]","[128, 3649, 1772, 3823, 915, 1782, 2231, 1400, 4093, 991]","[901, 151, 412, 672, 676, 1961, 436, 2740, 308, 1336, 184, 570, 190, 65, 324, 86, 345, 730, 1628, 498]",[],[]
1891,"[2296, 2251, 3124, 1018, 1430, 710, 3603, 1114, 1953, 722]","[4482, 3744, 33, 2326]",[],"[833, 515, 1882, 2534, 33, 2532, 2537, 841, 10, 837, 1003, 2179, 738, 3748, 2328, 1764, 2115, 2540, 609, 807]","[1953, 1018, 710, 2251, 722, 3603, 3124, 1430, 2296, 1114]","[515, 2179, 10, 2328, 33, 3748, 807, 833, 2115, 837, 841, 1882, 609, 738, 2532, 1764, 2534, 2537, 1003, 2540]",[],[]
1214,"[1884, 1528, 1883, 2956, 4335, 3451, 146, 498, 3605, 11]","[1607, 216, 2288, 2283, 532, 1707, 2084, 3780, 4169, 1054]",[],"[2502, 216, 803, 620, 2432, 2498, 2505, 1707, 1224, 2969, 543, 1071, 2485, 2757, 546, 2491, 1607, 2490, 4132, 808]","[1883, 11, 2956, 4335, 146, 498, 3605, 1528, 3451, 1884]","[2432, 2969, 543, 546, 803, 4132, 808, 1707, 1071, 2485, 2490, 2491, 2498, 2757, 2502, 1607, 1224, 2505, 216, 620]",[],[]
587,"[1604, 3115, 3172, 3029, 1181, 36, 4306, 2770, 2403, 3615]","[504, 318, 3842, 3846, 3618, 3038]",[],"[512, 610, 522, 753, 292, 1382, 309, 3141, 2471, 436, 825, 1023, 501, 1934, 2765, 432, 1543, 536, 1823, 1372]","[2403, 3172, 36, 1604, 3115, 4306, 2770, 3029, 1181, 3615]","[512, 1543, 522, 1934, 536, 1823, 292, 2471, 432, 436, 309, 825, 3141, 2765, 1372, 610, 1382, 753, 501, 1023]",[],[]
886,"[3899, 3061, 3325, 1962, 1419, 4133, 3486, 3578, 4335, 1075]","[82, 2089, 512, 685, 677, 109, 2146]",[],"[2089, 292, 685, 98, 335, 285, 683, 679, 82, 337, 784, 230, 310, 1143, 910, 823, 2586, 610, 3393, 447]","[4133, 1962, 1419, 4335, 1075, 3061, 3578, 3899, 3325, 3486]","[910, 784, 2586, 285, 292, 679, 2089, 683, 685, 310, 823, 447, 3393, 335, 337, 82, 98, 610, 230, 1143]",[],[]
1231,"[1244, 642, 3696, 3250, 1519, 3867, 3587, 2220, 1827, 1295]","[722, 1560, 3020, 1700, 2110, 2263, 3412, 1559, 2976]",[],"[2428, 2446, 252, 905, 239, 826, 116, 1292, 1426, 381, 1291, 38, 118, 2025, 1298, 1284, 3284, 1560, 115, 764]","[642, 1827, 3587, 2220, 1519, 3696, 1295, 3250, 3867, 1244]","[1284, 764, 905, 1291, 1292, 2446, 1426, 1298, 1560, 38, 2428, 826, 3284, 2025, 239, 115, 116, 118, 252, 381]",[],[]
1773,"[450, 4102, 3628, 1237, 3341, 892, 3697, 2552, 1390, 3612]","[4128, 3266, 1293, 2268, 3426, 1855, 1283]",[],"[161, 160, 1297, 157, 1450, 1471, 1855, 1069, 1858, 385, 1479, 187, 1062, 3428, 1423, 2644, 3426, 1848, 1061, 1859]","[450, 4102, 3628, 3341, 1390, 3697, 1237, 2552, 892, 3612]","[385, 1423, 1297, 157, 160, 161, 1061, 1062, 1450, 1069, 1848, 187, 1471, 1855, 1858, 1859, 1479, 2644, 3426, 3428]",[],[]
1310,"[3341, 2842, 1370, 609, 2222, 1657, 1659, 3945, 4236, 131]","[780, 1722, 1382, 791, 1921, 783, 3876, 3183, 1568, 1912]",[],"[685, 417, 722, 796, 284, 783, 916, 778, 684, 677, 1231, 674, 2586, 475, 1995, 719, 2529, 512, 909, 793]","[609, 131, 3945, 1659, 4236, 3341, 2222, 1657, 1370, 2842]","[512, 778, 909, 783, 916, 793, 2586, 284, 796, 417, 674, 677, 684, 685, 1995, 1231, 719, 722, 475, 2529]",[],[]
488,"[4397, 1137, 3660, 3648, 3510, 2369, 3123, 3099, 3023, 2540]","[2582, 417, 1823, 2593, 2759, 337, 529, 1948, 1231, 1019, 302, 2746]",[],"[1231, 309, 307, 417, 292, 677, 683, 1237, 504, 684, 793, 337, 2529, 2104, 415, 422, 1722, 3296, 823, 298]","[3648, 2369, 3660, 4397, 2540, 3023, 1137, 3123, 3510, 3099]","[793, 415, 417, 292, 677, 422, 298, 683, 684, 307, 309, 823, 2104, 1722, 1231, 337, 1237, 3296, 2529, 504]",[],[]
1263,"[4321, 3907, 3115, 1546, 591, 1479, 947, 1242, 126, 2470]","[879, 532, 1007, 444, 1009, 890, 3563]",[591],"[1009, 890, 1520, 839, 348, 1519, 1189, 3102, 596, 532, 591, 515, 374, 843, 1697, 3244, 734, 2886, 613, 1529]","[4321, 3907, 2470, 1479, 1546, 3115, 947, 1242, 126]","[515, 532, 3102, 1697, 1189, 3244, 2886, 839, 843, 596, 348, 734, 613, 1519, 1520, 1009, 374, 1529, 890]",[591],[]
1356,"[1176, 2610, 3776, 1814, 609, 1505, 4389, 2727, 918, 3770]","[935, 1861, 3389, 90]",[],"[90, 1600, 858, 1603, 266, 2049, 636, 707, 439, 733, 1333, 1265, 2196, 2853, 3457, 64, 2985, 859, 698, 726]","[3776, 609, 1505, 4389, 2727, 2610, 1814, 918, 1176, 3770]","[2049, 3457, 266, 2196, 2853, 2985, 1333, 439, 698, 1600, 64, 1603, 707, 726, 90, 859, 858, 733, 1265, 636]",[],[]
1311,"[2761, 196, 4292, 3348, 331, 528, 659, 2963, 1644, 3052]","[143, 228, 2166, 1046]",[],"[966, 197, 582, 182, 172, 1469, 164, 279, 98, 1647, 2064, 171, 187, 345, 899, 1629, 185, 175, 114, 827]","[196, 4292, 2761, 331, 1644, 3052, 528, 659, 3348, 2963]","[899, 2064, 279, 164, 171, 172, 175, 182, 185, 827, 187, 1469, 197, 582, 966, 345, 1629, 98, 1647, 114]",[],[]
1573,"[1180, 2507, 383, 3376, 302, 14, 1936, 1545, 3887, 2390]","[1814, 414, 1661, 512, 1579, 191, 516, 3724]",[],"[420, 786, 1823, 512, 4139, 1568, 1669, 1466, 395, 255, 797, 3676, 1814, 338, 905, 501, 475, 1221, 719, 482]","[1545, 2507, 302, 14, 3376, 1936, 3887, 2390, 1180, 383]","[512, 1669, 905, 395, 786, 1814, 797, 1823, 1568, 420, 4139, 1466, 1221, 719, 338, 475, 3676, 482, 501, 255]",[],[]
1441,"[1606, 2086, 2775, 3644, 1404, 2038, 4390, 1935, 4218, 666]","[549, 658, 2453, 705, 3734]",[],"[66, 635, 101, 1864, 543, 368, 1520, 663, 64, 558, 641, 1249, 646, 549, 701, 47, 454, 1247, 1634, 929]","[4390, 1606, 2086, 4218, 1935, 2038, 2775, 666, 1404, 3644]","[641, 646, 663, 543, 929, 549, 558, 47, 701, 64, 66, 454, 1864, 1247, 1249, 1634, 101, 368, 1520, 635]",[],[]
627,"[1727, 2870, 2262, 4028, 1519, 486, 278, 4170, 4177, 2605]","[426, 2167, 87, 336, 345, 3568]",[],"[329, 345, 1385, 218, 2066, 296, 925, 2175, 176, 589, 336, 41, 673, 65, 2690, 45, 585, 419, 901, 1993]","[486, 4170, 2605, 1519, 4177, 2262, 2870, 278, 4028, 1727]","[2690, 901, 2066, 925, 673, 419, 296, 41, 45, 176, 65, 329, 585, 1993, 589, 336, 345, 218, 1385, 2175]",[],[]
1219,"[2292, 697, 2174, 503, 2782, 3002, 704, 90, 2325, 2693]","[3364, 3458, 363, 4321, 2981, 360, 3694]",[],"[3051, 3458, 360, 363, 1816, 1778, 448, 204, 1828, 3692, 3693, 3860, 3441, 377, 3698, 357, 636, 1902, 2521, 1835]","[704, 90, 2693, 2782, 2292, 2325, 503, 697, 3002, 2174]","[3458, 3860, 1816, 1828, 1835, 448, 204, 2521, 357, 360, 363, 3051, 3692, 3693, 1902, 3441, 1778, 3698, 377, 636]",[],[]
