users,items
300,3050
1754,2149
571,303
231,1238
1111,3485
688,1089
1232,3022
290,582
1661,427
598,770
1552,4195
1218,3808
1501,1472
1217,3575
916,585
251,2298
1473,1080
1696,1110
796,1800
1299,2094
1279,1941
51,188
226,1038
1415,117
1861,787
38,866
802,335
1083,2694
1664,31
1570,677
1147,389
1850,2008
202,2571
70,644
942,1354
821,1211
253,1173
1339,2044
509,119
1146,1266
1065,1580
121,1523
1622,1321
1252,4130
943,1394
74,827
984,147
701,292
802,337
17,455
441,744
1197,344
1699,1630
1599,12
1113,252
909,126
1595,1424
358,161
773,3870
995,3372
948,3647
1086,2694
61,735
1715,330
1283,122
1198,999
987,2887
1349,902
1091,585
1780,726
1741,3769
1407,1730
1857,677
315,534
539,77
1748,436
1290,636
639,564
916,621
1686,320
317,2154
1233,2747
1556,996
1419,1342
1769,219
1593,1996
1837,175
955,1868
1389,2158
1514,1057
1442,454
1277,4324
1213,1321
698,524
836,344
349,2388
1298,1041
595,3459
967,1897
1797,722
1567,1002
1748,3079
1533,4149
876,1352
1575,625
1077,1057
263,2888
934,101
1716,637
714,1560
898,3393
1456,1057
25,624
1113,2176
765,4102
722,3934
1576,4468
1887,4370
1818,132
1572,3141
1508,1818
490,940
296,299
201,898
1147,1151
506,436
350,1112
1033,1465
1010,50
422,664
15,404
1753,310
1431,1232
1582,316
1339,2305
587,1996
189,647
1567,1124
1160,1915
1250,1778
1178,377
1316,2169
164,1144
1235,1597
1113,1386
458,3440
481,3595
1174,595
61,1191
925,3501
901,2240
1739,3022
101,1736
1639,1635
518,2682
1889,3380
1028,3430
1676,1316
768,4108
1524,115
1067,4382
870,2582
568,340
138,2052
195,431
521,557
990,3472
212,1349
1083,3079
608,1208
945,359
59,437
74,996
1631,3259
1024,3225
447,571
1158,1454
98,1585
382,68
771,385
694,2204
1797,2964
346,780
313,924
201,604
632,297
1311,683
343,3187
432,930
794,584
1844,3221
1537,449
344,3190
818,682
1365,2284
1052,1226
264,1521
1715,117
1397,3186
813,2125
1024,3533
1361,915
681,688
379,677
1760,1152
1447,701
1480,1344
324,330
573,880
405,1178
1173,4426
384,3340
1485,2380
1633,583
1377,611
202,1759
286,677
408,1414
1018,534
990,2307
1009,2404
1193,754
1445,2760
34,795
1771,42
1218,3964
1671,2691
788,1073
1099,2976
1089,4124
1845,277
785,1723
744,599
664,1068
521,23
62,369
225,1127
1782,893
1789,617
839,338
537,1383
1286,188
1837,66
1014,461
946,1026
1444,91
1073,533
1681,877
526,1589
847,320
1596,285
1403,1106
28,688
18,469
1263,431
1276,496
635,678
241,863
610,206
284,142
168,103
27,310
67,252
659,622
1482,3481
289,445
96,1686
1806,324
174,43
1046,285
783,1848
984,1997
841,2556
801,785
1780,1514
1281,1020
1822,1341
1610,438
1255,493
130,961
710,636
166,2207
216,2637
552,496
910,464
760,797
11,300
713,546
1198,203
279,1455
321,3110
644,309
200,1988
1775,2495
1136,2305
1886,3693
933,399
898,477
899,4172
1682,538
1407,262
947,1817
1505,285
1671,1630
264,735
1257,1670
1827,3064
736,2691
586,99
107,1796
720,1600
938,1073
652,897
1212,131
709,611
29,709
660,974
649,375
1581,2403
1394,117
183,2399
1731,4456
295,2744
1136,683
1387,4090
190,101
98,1702
853,122
1543,725
556,316
1684,496
1663,2791
1605,297
697,4012
1873,300
1399,3138
1558,282
983,4246
1406,3587
1791,945
1651,4076
1784,4278
720,1520
1232,388
725,561
937,114
155,512
75,1447
1523,1057
64,1254
1093,433
415,1162
600,3868
931,2025
1162,334
1523,963
1250,99
416,819
1028,1491
912,963
564,541
458,886
88,395
307,1989
1147,117
1262,677
36,825
329,991
1137,221
280,439
1814,3655
339,1372
1278,334
1736,3546
574,184
472,1685
494,1659
629,1536
165,2222
1687,541
1651,833
541,2368
1204,1997
1044,1889
364,3292
856,383
1636,164
1542,996
1167,174
1803,1472
821,1879
399,427
1824,1054
248,1688
1371,4199
1387,3132
1137,1629
765,4104
699,182
598,3820
500,299
1126,2694
980,3039
324,427
827,755
1590,1386
1804,533
755,3122
1055,3453
479,541
1350,2537
1518,678
1497,4362
1752,737
1254,1646
122,1936
918,588
1633,286
157,2208
1663,3525
579,371
707,901
1129,1309
43,956
1173,1960
1496,469
1406,3632
917,2642
1123,63
288,2955
914,734
1389,2754
723,2413
64,703
1043,4080
62,763
456,3557
411,161
1601,674
977,2587
243,1171
1837,169
714,89
1847,2112
635,1647
628,569
1282,1222
1370,2971
1197,3121
1306,3847
1072,1775
1875,1249
1164,1956
1574,3021
1707,2335
556,804
592,1827
1308,2839
1630,2433
473,1922
1667,895
787,2869
1252,1288
21,564
1572,1020
1345,531
1373,544
1031,829
1411,583
1744,472
11,310
139,275
1662,940
322,1520
1211,3193
1522,338
27,684
461,1692
192,1463
1619,310
1512,792
1725,246
57,25
549,3747
1006,102
966,339
818,273
977,2966
42,11
1372,177
1024,1695
382,1412
1074,2579
1071,394
1147,382
646,1638
363,2440
201,2566
1713,2297
135,1066
810,169
1512,3610
1880,340
1123,3480
118,829
1738,1467
316,1519
1348,2879
1284,249
172,2340
1436,535
708,170
464,3358
1441,546
1076,900
1483,53
851,262
1058,301
1441,930
1063,4050
957,1318
733,1307
776,94
1613,942
227,735
1135,387
255,967
647,650
1627,2148
255,942
1740,3517
882,1952
944,301
1084,2146
1748,457
1322,1898
230,2166
684,88
311,174
657,1057
1831,1386
142,582
100,1275
1374,483
346,792
1039,185
1121,2060
292,1398
1273,630
216,1845
1659,117
1163,118
1464,4056
1741,929
765,2014
1480,3443
197,2535
1098,1348
383,282
1406,1772
1606,2796
391,2284
51,343
1465,2893
550,2981
420,1128
1418,51
1023,1432
1796,396
1645,673
1537,3249
1761,3229
1648,2049
1108,2684
174,2357
1132,937
1831,169
713,3129
1079,369
146,1898
358,3265
581,879
639,1997
259,2264
996,3603
546,1221
781,1078
280,1996
350,1437
59,448
1140,2041
1329,940
177,325
224,990
943,3329
1334,1376
798,963
1394,372
1452,674
124,1652
465,4
945,67
730,149
1651,2776
604,3105
1203,565
188,2438
708,1065
1755,724
853,2909
577,1337
54,544
150,893
1162,1308
1809,934
1278,188
583,2916
203,2288
356,1453
1746,798
914,39
104,1772
419,2180
247,2794
1270,785
998,6
356,2050
514,3665
148,715
1586,1853
1019,4201
1550,3617
881,3261
658,486
1229,4402
1655,577
1385,192
1012,964
1449,322
1787,677
979,1932
811,1943
350,3234
1185,109
1582,2382
475,1309
1262,182
1853,14
606,1545
1261,868
948,1345
560,2577
1072,1005
1790,111
940,1226
1847,253
264,2894
820,2050
188,2440
1502,202
431,2983
650,3947
1000,976
253,83
1615,3481
1016,606
1664,858
1539,186
189,436
867,3679
699,105
870,2447
1195,3901
1779,814
1762,2021
1597,577
1347,1019
1670,4301
883,589
105,893
579,111
247,62
692,293
1207,735
498,3310
1436,517
221,2661
1315,1112
373,168
1457,1100
185,816
987,1523
562,169
1253,431
319,989
285,1683
1252,1063
1211,814
1223,445
1660,2294
563,2586
1860,983
663,2136
1111,4241
1208,412
344,2936
1459,2375
95,1670
1678,1631
579,538
1175,183
662,1654
32,762
343,1068
1385,189
1524,346
1717,4086
463,2694
884,2447
1559,119
1728,394
663,1072
1353,439
896,434
702,502
399,1142
262,1386
353,191
1386,2225
294,94
982,1979
737,1574
333,3151
801,588
793,185
997,2761
1491,83
1146,778
1625,2411
1146,324
478,771
316,893
1182,1034
1443,451
701,318
112,1850
1307,1394
656,490
739,625
284,533
1346,338
875,856
1009,335
1385,1450
1406,1334
1409,1646
1798,732
905,1307
292,224
147,2104
1685,145
864,371
91,1648
1130,123
1078,548
573,2270
751,619
485,2254
1290,3703
401,705
373,177
1126,1375
838,2121
1432,732
1660,359
44,687
1054,1193
1775,2441
1024,448
491,1875
190,96
1736,300
707,240
87,455
1422,1636
510,236
74,1416
495,346
956,924
797,577
528,438
942,324
1797,570
95,907
1695,1323
473,106
755,2047
1729,4366
1685,3097
1116,1215
483,3260
1643,1630
1433,2011
363,3283
253,1762
1880,4291
71,1380
1588,638
1776,814
688,162
926,664
130,178
1023,277
49,1013
1844,431
970,185
1648,2496
873,418
1574,1696
988,1187
1011,369
182,927
1324,1168
771,545
1283,910
596,314
300,3049
289,505
422,647
1746,310
28,691
988,2866
1480,971
318,175
702,4016
144,2088
1853,1015
1264,1009
1692,831
1716,387
1816,2114
361,1237
1192,184
1321,293
26,107
408,611
592,3319
417,554
673,1585
797,135
1004,1362
746,395
605,2415
222,614
1686,4186
714,4032
919,145
152,1521
1208,173
1686,373
1341,324
692,505
1091,3820
1246,375
713,2050
1124,2035
1242,1920
1860,2977
512,2007
1431,505
1618,1852
1649,526
1694,117
1710,677
1568,320
336,1323
1565,1307
671,117
1868,1599
966,1128
328,2192
1694,458
328,802
540,1170
478,2916
1168,814
1307,165
813,453
1288,2842
51,1040
883,181
1371,2286
105,1777
69,297
212,1869
1821,345
907,1629
604,783
838,854
1397,726
1174,828
978,308
272,2217
626,2865
1612,2446
405,3409
376,894
128,335
138,2050
346,804
446,544
1066,1738
1296,3556
480,467
910,794
248,444
836,338
52,169
1035,683
1280,258
863,2774
1658,694
1357,4368
708,828
1627,2221
1632,3389
167,1909
399,906
1724,272
188,313
756,187
39,895
1614,264
1438,951
1079,4320
223,282
830,492
1398,2158
93,534
24,593
509,990
691,3850
1013,503
1069,1368
361,886
30,724
582,2045
426,3077
1002,1376
1559,2025
570,2223
1502,584
191,2469
1472,263
625,505
1530,4383
182,1917
632,287
1788,321
730,1411
1136,2221
917,1366
1233,1074
585,3561
616,1409
720,1659
156,2204
1202,1617
550,2013
908,725
1587,1013
1615,636
1430,1922
346,1521
243,382
910,1907
855,505
1404,1787
487,1171
329,191
1840,2002
1372,900
250,100
1547,436
993,2026
66,1300
790,3121
435,1560
1022,148
882,545
1360,932
400,3397
1254,1194
1302,1144
1109,247
935,1663
210,2618
1411,1523
1741,650
1800,1585
1009,250
23,586
211,562
65,673
1086,297
438,1600
353,88
349,732
75,514
354,3250
1469,875
63,1221
926,3664
300,42
176,650
110,1831
379,3149
285,1187
993,89
1361,50
143,320
1313,173
1324,1432
1407,1141
323,771
1892,3359
289,513
1492,1618
880,154
1245,3055
1366,3304
678,2393
884,824
1547,622
43,951
480,2472
1058,3594
1520,403
842,1521
1724,2001
801,970
1030,19
1834,938
157,956
621,1897
1489,3754
1091,2794
301,591
1229,677
639,3435
874,454
778,2447
564,81
1153,2759
1373,538
1256,1516
1162,3521
41,920
103,277
1118,4404
1614,3791
786,3251
284,2453
1595,1451
1575,240
1787,3273
529,862
1739,2585
1892,3746
343,394
518,3236
1180,3647
890,2317
1177,51
1859,958
93,396
1850,3458
698,906
1889,387
1244,712
866,615
1112,2301
1778,2147
1200,919
1706,1750
1683,790
886,1279
791,3233
125,185
1776,2848
726,1419
1831,2091
1025,163
201,597
1076,1160
8,230
600,3075
814,3247
1254,1450
1175,3824
318,590
1543,382
89,1389
1786,2821
1753,1944
395,296
1627,4252
359,1003
389,335
439,447
1074,976
1113,2595
1002,4342
568,696
1535,1749
160,2253
1758,1984
1527,1732
1853,649
1232,393
703,1190
1468,2362
1017,1753
1455,319
803,732
1465,201
337,3160
30,718
1484,1630
1130,385
242,1340
737,804
585,3835
1385,1157
1140,4317
1863,877
950,42
907,2880
282,971
1058,1226
1718,2529
415,449
968,1080
343,456
359,947
637,677
1723,1630
557,3091
466,403
419,729
1065,3435
1664,2189
830,55
1493,2832
1200,2669
1155,2674
1155,3494
1491,274
1787,330
141,168
1335,187
293,314
1234,303
998,637
1084,2143
30,720
1569,162
278,1132
647,2927
292,1262
935,2530
1191,336
393,1278
168,2308
141,1260
1552,3885
211,2619
537,1897
1568,3762
1491,719
1784,3814
405,485
820,949
692,2490
134,2017
1759,1282
1755,732
170,2322
605,1629
1067,3452
840,136
566,2163
306,420
398,219
1228,4290
1691,2149
429,1780
1743,737
427,891
385,1478
448,3039
859,893
1007,800
241,2772
1477,1080
15,413
950,3051
1121,660
143,2078
1735,2034
153,280
1281,784
1610,117
439,734
1393,335
750,2861
1874,969
778,468
328,1676
1482,1596
941,375
944,523
157,1578
580,1698
1234,418
1104,1635
425,322
1404,2522
1867,685
850,2072
1769,3624
1404,829
1459,1844
546,513
1808,46
1662,1520
1704,886
1004,976
1606,2522
1816,3853
556,600
1470,496
1765,3825
1079,390
1841,4090
1536,2221
1415,2691
1397,221
1054,625
1843,685
1083,580
820,314
1447,1108
650,308
515,2540
529,541
394,3369
1697,785
1661,41
1445,3175
1285,745
1108,2751
903,2516
1789,599
1745,2067
1097,1176
1793,1480
203,369
739,439
1111,4329
1140,2178
293,2562
424,2773
622,684
246,101
1192,1278
870,349
663,2034
1087,915
513,3
90,127
1809,3902
1287,759
891,58
1780,3779
297,722
1096,2380
1040,2403
870,2076
1151,3021
626,2973
744,882
63,308
574,282
1843,2530
1817,3436
1821,246
1514,373
1479,934
178,655
531,2166
874,701
901,1411
356,102
652,891
1280,3867
1075,3317
1777,165
482,970
1416,693
1241,2007
1194,1291
1517,1692
1873,1976
1044,235
1455,779
1886,3197
70,703
1871,1781
1248,2034
1850,891
989,949
1551,3964
1587,531
526,574
1203,396
1240,420
1487,2201
341,423
1651,858
1280,389
1604,2116
1492,1629
195,1054
185,1975
888,165
609,932
1172,1494
862,1546
1327,291
1171,65
1566,587
1204,3664
321,344
1092,3833
870,454
1412,950
597,3859
1261,3421
906,588
58,1128
439,3516
650,3948
667,3927
571,286
180,1690
1483,1433
1759,923
1882,150
1270,686
1822,673
93,468
1747,3303
1238,3567
1746,104
425,1956
162,1487
1121,4159
1421,1003
1421,1307
1248,2255
1289,574
520,3097
102,979
1016,841
197,2533
1400,1996
192,787
627,1341
1361,918
569,3803
189,737
1602,267
348,109
1124,267
249,531
634,794
1799,947
883,1176
606,801
287,327
21,543
1306,310
668,877
1406,1698
289,512
55,683
345,371
355,600
976,3436
1141,3611
203,1201
1434,3649
908,115
1103,2375
1301,1922
346,3208
83,529
365,483
1277,758
269,2919
1353,1118
1177,3081
1739,3112
62,1213
917,1434
924,386
1060,2593
1105,4185
1771,188
1056,2035
1033,1179
1358,3730
960,394
1525,1184
1063,102
1495,346
1876,247
1383,2969
744,601
1734,778
938,83
1505,183
280,192
884,1065
341,310
448,1024
538,902
1498,495
303,593
1757,1631
333,2925
1041,3873
1000,1772
1507,316
31,733
1620,221
1718,333
465,726
1870,736
869,960
1214,1894
1132,3962
823,1563
851,3550
1264,893
834,319
1556,91
774,97
438,1376
800,800
471,673
422,1843
503,185
1777,1119
948,191
343,2292
1470,1645
584,265
427,1326
1654,2166
19,337
788,2881
1076,2699
647,2036
844,3421
184,46
1767,1938
266,436
251,683
1281,483
354,593
65,181
131,169
1437,195
806,325
852,1470
424,1015
1520,272
1306,685
1278,677
1665,3341
440,182
1317,270
640,1248
176,2089
865,2990
701,2623
1866,3298
1220,1068
1567,2599
421,187
1211,990
1883,1606
1,46
1856,338
617,3032
1362,50
102,1753
359,2878
862,3673
1179,508
901,303
1818,1996
478,467
920,1285
731,50
644,346
1092,4046
794,325
1834,252
532,198
1129,762
722,924
504,719
1179,11
568,267
377,2197
277,1844
1312,179
335,790
1494,103
719,282
151,110
434,1797
1443,3799
217,493
1387,1232
470,164
951,711
1002,441
431,1157
386,2695
785,1419
1219,231
15,401
335,3155
800,727
1605,677
1715,427
8,222
1804,735
1333,265
138,638
1113,2841
1686,4298
1170,848
522,191
829,844
312,2609
1294,491
101,1283
1649,441
1034,962
156,2206
1653,1978
170,293
1674,1291
477,314
1297,219
1572,1086
667,12
1075,1630
1745,2861
573,533
1296,2822
227,258
1280,129
1268,1236
1473,152
285,1997
244,1208
560,3784
980,421
1270,344
1203,800
1131,3258
1233,2318
1630,3548
438,3511
1096,106
1321,686
519,2177
668,608
818,684
685,2146
926,102
1101,1482
1884,4479
1392,1392
454,563
986,1478
315,2111
1778,226
834,1261
453,1756
1856,2556
1816,917
914,809
431,1375
49,597
1403,2416
1287,2981
252,895
1312,136
699,211
95,314
1112,91
553,3674
577,2456
222,1882
1540,1797
1656,127
1038,152
1084,1489
332,682
1770,744
1263,2048
809,2369
123,1786
1662,349
479,1110
899,893
1519,4243
1378,2490
182,2392
1223,746
1366,2910
672,3858
1470,187
419,753
1223,603
722,4049
246,2809
1590,770
349,906
1237,950
605,971
752,342
1387,293
1815,971
797,542
158,901
1329,762
1362,1170
1497,1086
1762,3451
556,601
1565,217
882,984
972,1837
1587,594
1348,691
1028,1672
816,792
1254,1074
1252,3229
1640,656
321,50
282,1521
1723,115
251,969
326,3128
1052,3721
561,1321
582,3825
605,2241
125,1961
871,513
1524,1054
1084,932
99,561
1550,250
1789,214
640,3092
1068,231
827,3003
240,157
886,1253
789,389
483,1288
951,538
1269,1785
1845,3236
1217,1015
639,1118
1390,91
1673,336
301,2569
1338,513
1804,601
1390,122
1580,1956
1043,1562
1479,1114
1384,191
1232,120
1482,392
1435,1583
1341,3242
66,1298
860,1585
1469,2308
729,3231
1753,1537
492,331
388,3358
392,1838
171,324
1382,2463
851,133
976,1716
1823,2122
1880,1680
1516,712
884,1285
669,786
112,1854
1778,637
408,711
599,2590
1209,2002
686,1922
877,1996
1682,2629
465,2560
244,941
95,1420
1120,1435
668,3666
1640,2498
1653,211
1811,259
707,339
1063,695
1305,2286
1207,1144
508,246
20,515
63,1222
1093,543
183,2397
1243,2476
832,620
264,349
728,2419
588,3845
1818,2703
480,1222
778,2444
464,2836
245,1856
1511,110
465,103
817,229
1306,779
1538,104
1518,309
1560,92
96,436
773,2054
263,879
1753,1819
910,4259
1524,906
1218,3868
493,2691
1415,1423
1363,711
1486,571
158,1334
874,453
859,3446
1890,994
733,2311
716,2934
1638,2595
1882,1041
940,4135
1024,2087
1478,4024
639,706
1465,1071
8,226
1791,487
53,1069
1759,2588
1712,816
1509,804
714,263
11,233
96,1684
1788,314
1701,1692
1324,4405
499,169
900,4215
1692,3347
1105,2303
1081,3684
1579,4263
1196,2053
1339,979
118,936
470,99
149,613
1870,380
778,371
983,940
1813,253
1628,280
417,1106
39,886
1804,485
683,535
1082,2354
1325,236
259,1065
1485,4145
1128,1535
1625,919
1747,3840
1113,3824
1317,2404
204,142
1539,2086
1457,2076
1229,219
1079,1448
1440,4198
390,1772
1513,372
855,541
1401,298
1285,421
591,197
1842,1337
1346,302
1035,2343
751,1065
1166,3112
6,179
1104,107
1574,1020
1782,2479
782,338
545,1028
81,1527
961,87
167,2206
949,1341
1172,630
1039,694
1577,877
694,401
30,249
1805,2222
544,152
909,111
92,1652
770,538
90,1638
1069,487
1599,2845
394,3375
1336,1433
87,1583
129,571
1071,1427
1247,1824
514,445
1126,652
789,124
1142,461
10,290
860,666
1615,1709
734,187
1057,4289
1351,1003
1268,1888
1115,1342
68,600
273,2181
1606,1646
909,829
1333,3122
418,1683
1561,438
1465,1786
1250,1261
534,487
1457,338
399,39
622,1620
1310,3697
1466,3834
392,3099
66,1305
1431,439
1794,477
505,2038
200,2557
945,441
1572,1090
1566,49
987,4328
723,1015
1671,3804
617,161
1332,1054
1089,726
459,3324
510,325
1573,205
1747,4106
1049,60
602,474
636,43
1245,3430
1729,56
988,538
457,271
1370,275
1701,2357
1012,1889
322,593
667,3975
896,299
1204,3169
1860,1953
1400,1420
319,2320
105,1787
1118,60
734,2839
563,3793
491,678
1645,1392
177,2319
1860,995
884,120
755,2559
1485,1829
969,499
904,2058
65,1276
1397,432
494,3630
631,433
502,490
248,2815
1706,3594
1349,624
299,2758
548,66
730,636
943,134
682,930
714,3388
775,476
826,3060
1543,899
1800,240
1046,966
123,1939
558,1931
731,3876
73,1401
622,490
1290,82
1502,96
1237,2343
127,1971
1548,342
547,829
93,1225
125,280
908,3391
986,1901
1038,284
675,219
155,2191
709,1024
952,1068
1469,829
17,92
300,14
776,1833
59,1159
1051,2215
1368,1169
1143,902
238,2756
1623,650
518,3671
1706,2784
1144,3257
1206,2871
989,94
1231,592
610,1231
1627,2025
72,963
1520,1630
321,252
519,413
1828,719
57,806
1764,723
1492,722
1284,83
736,1865
738,2241
1123,4349
1440,187
1736,2670
63,1233
1789,1810
1334,150
20,529
839,1190
1555,1131
1273,3812
847,2883
1377,797
251,486
1831,3273
1455,927
439,516
1606,905
301,2577
631,437
544,618
1421,625
1614,3218
1701,385
439,45
123,1943
1612,990
995,4153
907,1386
328,519
731,3149
1768,2404
13,348
1441,2381
1331,877
1036,138
1273,1706
1738,787
493,677
550,508
1597,1710
663,1196
1449,10
1890,759
851,1173
1385,204
1866,2854
369,208
1165,2199
1725,3101
189,1190
967,2377
1861,427
550,2193
1114,4401
1116,3586
306,1628
292,1390
874,94
216,588
1378,2758
1875,763
178,44
1714,4057
1765,1257
1619,304
348,382
1195,1216
611,659
905,293
20,516
996,252
1047,203
1485,1960
21,563
937,3483
1609,831
1311,284
1080,1383
316,894
393,2649
1379,186
661,465
15,399
1443,1416
765,2076
1683,344
1440,189
705,2395
273,2937
1432,737
276,594
61,1184
794,4048
1521,416
681,1116
1272,127
1045,1834
1435,202
813,550
58,1132
60,1118
243,2784
822,913
824,611
1347,526
312,3088
1256,1518
191,607
635,3923
261,305
1438,296
922,1159
1041,3918
169,2314
1324,2782
227,1782
1748,432
1468,637
1361,763
1874,202
959,1387
358,3162
776,616
1125,486
1476,1173
1025,176
158,2225
1307,799
1678,2747
376,445
1079,85
731,1667
238,2750
457,3559
1721,1093
401,392
898,4151
415,3103
1494,772
467,688
941,394
967,1222
11,311
230,1646
666,163
1238,3894
1716,3970
1037,293
578,1268
669,3783
798,1346
1770,1309
268,165
9,112
1361,2112
285,267
1722,461
1845,1370
531,637
1882,1779
235,766
1054,930
1429,824
899,631
1816,3172
171,2332
592,94
1832,911
535,572
831,2530
1466,3259
165,1071
723,856
520,105
505,3651
1271,4304
1716,642
267,2238
276,891
95,119
1741,2305
1829,1136
209,119
1702,2003
1179,592
84,189
1223,1657
1812,258
429,616
1611,2709
904,164
877,421
1587,752
966,271
1204,68
1410,389
209,1481
488,1265
113,1863
717,99
928,625
571,317
632,2388
516,3669
1110,779
1662,565
165,1977
680,3434
1197,250
69,173
680,1635
195,2089
385,1852
1081,183
1311,824
55,1091
1094,486
1264,894
1553,365
1318,960
227,1537
1445,3325
380,2110
726,1423
1540,2731
1890,1309
521,2195
1659,659
1647,3175
704,2143
502,731
1642,102
1650,771
949,3349
