user,pred_no_ns,ground_truth,common_items,common_len,gt_len,common_len/K,not_in_pred,not_in_pred_len,not_in_pred_len/K,not_in_gt,not_in_gt_len,not_in_gt_len/K,not_in_pred/GT,common_len/GT
1040,[ 540  896  381  734  927  348 1112  620 1634 1697],"[102, 4364, 938, 1070, 2459, 1172, 747, 4331, 591, 1704]",[],0,10,0.0,"[102, 4364, 938, 1070, 2459, 1172, 747, 4331, 591, 1704]",10,1.0,"[540, 896, 381, 734, 927, 348, 1112, 620, 1634, 1697]",10,1.0,1.0,0.0
1685,[ 858   20    5 1535  309  734  711  484 3593  558],"[323, 2196, 2193, 698, 2011, 4030, 1108, 299]",[],0,8,0.0,"[323, 2196, 2193, 698, 2011, 4030, 1108, 299]",8,0.8,"[858, 20, 5, 1535, 309, 734, 711, 484, 3593, 558]",10,1.0,1.0,0.0
1675,[1320  117  997  723  239  624  109  388  343  438],"[438, 260, 916, 4122, 1750, 1952, 4447, 2445, 109]","[109, 438]",2,9,0.2,"[260, 916, 4122, 1750, 1952, 4447, 2445]",7,0.7,"[1320, 117, 997, 723, 239, 624, 388, 343]",8,0.8,0.7777777777777778,0.2222222222222222
1057,[1221  307  753  522  337  318  797  208 1866 1234],"[309, 1221, 504, 1866, 777, 1544, 307]","[1866, 307, 1221]",3,7,0.3,"[309, 504, 777, 1544]",4,0.4,"[753, 522, 337, 318, 797, 208, 1234]",7,0.7,0.5714285714285714,0.42857142857142855
813,[1013  874  843 2886 1008  803  886 1010 1006 1003],"[896, 609, 874, 1007, 1006, 886, 1183]","[874, 886, 1006]",3,7,0.3,"[896, 609, 1007, 1183]",4,0.4,"[1013, 843, 2886, 1008, 803, 1010, 1003]",7,0.7,0.5714285714285714,0.42857142857142855
751,[ 672  402  681  328  495  274  151 1648  962  174],"[952, 1345, 961]",[],0,3,0.0,"[952, 1345, 961]",3,0.3,"[672, 402, 681, 328, 495, 274, 151, 1648, 962, 174]",10,1.0,1.0,0.0
1142,[ 910  343  430  371  109 1628  384  827  703  329],"[2698, 827, 1634, 1921, 1995, 3834, 258]",[827],1,7,0.1,"[2698, 1634, 1921, 1995, 3834, 258]",6,0.6,"[910, 343, 430, 371, 109, 1628, 384, 703, 329]",9,0.9,0.8571428571428571,0.14285714285714285
1560,[1426  241  251  898 1634  993  761 1291 2084  252],"[933, 545, 1291, 2220, 2277, 898, 381]","[898, 1291]",2,7,0.2,"[933, 545, 2220, 2277, 381]",5,0.5,"[1426, 241, 251, 1634, 993, 761, 2084, 252]",8,0.8,0.7142857142857143,0.2857142857142857
249,[125  49 437 827 929 649 758 930  87  89],"[899, 201, 386, 1959, 89, 1976, 2148, 125]","[89, 125]",2,8,0.2,"[899, 201, 386, 1959, 1976, 2148]",6,0.6,"[49, 437, 827, 929, 649, 758, 930, 87]",8,0.8,0.75,0.25
1660,[1489   65 1385  335 1156  176  581  168  142  381],"[1001, 1385, 570, 1489, 3970, 1199]","[1385, 1489]",2,6,0.2,"[1001, 570, 3970, 1199]",4,0.4,"[65, 335, 1156, 176, 581, 168, 142, 381]",8,0.8,0.6666666666666666,0.3333333333333333
254,[ 188  176  582  184  183  498  162  180 1790  168],"[495, 174, 582, 1040]",[582],1,4,0.1,"[495, 174, 1040]",3,0.3,"[188, 176, 184, 183, 498, 162, 180, 1790, 168]",9,0.9,0.75,0.25
1274,[ 135 1450  898 1471  619  648  319  736   84  624],"[3802, 819, 3350, 153, 4448, 3354, 709, 1450]",[1450],1,8,0.1,"[3802, 819, 3350, 153, 4448, 3354, 709]",7,0.7,"[135, 898, 1471, 619, 648, 319, 736, 84, 624]",9,0.9,0.875,0.125
509,[ 307  337  308  230 1219  313  338 2295  309 1260],"[300, 307, 1867, 208, 114, 1219, 338, 711, 3657, 230]","[338, 307, 1219, 230]",4,10,0.4,"[300, 1867, 208, 114, 711, 3657]",6,0.6,"[337, 308, 313, 2295, 309, 1260]",6,0.6,0.6,0.4
690,[1150  197 1158 1778  249   86  436 2695 1449  257],"[156, 3807, 4001, 934]",[],0,4,0.0,"[156, 3807, 4001, 934]",4,0.4,"[1150, 197, 1158, 1778, 249, 86, 436, 2695, 1449, 257]",10,1.0,1.0,0.0
1439,[2648 1056  174 2061 3328 1898 1275  181  274  957],"[3688, 330, 1469, 1648, 2061, 1385, 164]",[2061],1,7,0.1,"[3688, 330, 1469, 1648, 1385, 164]",6,0.6,"[2648, 1056, 174, 3328, 1898, 1275, 181, 274, 957]",9,0.9,0.8571428571428571,0.14285714285714285
1370,[  98  191  163  271  830 2698   95  570  400  142],"[2094, 98, 610, 825, 82, 93, 3571]",[98],1,7,0.1,"[2094, 610, 825, 82, 93, 3571]",6,0.6,"[191, 163, 271, 830, 2698, 95, 570, 400, 142]",9,0.9,0.8571428571428571,0.14285714285714285
1734,[ 823  371  239  937  549  257  543 1065 1284 3871],"[4438, 2445, 392, 4393, 909, 49, 576]",[],0,7,0.0,"[4438, 2445, 392, 4393, 909, 49, 576]",7,0.7,"[823, 371, 239, 937, 549, 257, 543, 1065, 1284, 3871]",10,1.0,1.0,0.0
1770,[ 164  587 1385  142  162  296  133  188  180  146],"[164, 952, 133, 181]","[164, 133]",2,4,0.2,"[952, 181]",2,0.2,"[587, 1385, 142, 162, 296, 188, 180, 146]",8,0.8,0.5,0.5
732,[1189 1520  106  348  540 1707  144   64 1599 1453],"[453, 3889, 437, 704, 1584, 1652, 1775, 323]",[],0,8,0.0,"[453, 3889, 437, 704, 1584, 1652, 1775, 323]",8,0.8,"[1189, 1520, 106, 348, 540, 1707, 144, 64, 1599, 1453]",10,1.0,1.0,0.0
92,[1906 1685  793  620 1667 1914  475  772  785   84],"[1487, 482, 251, 1667, 1309, 1433, 241, 1666, 1482, 1674]",[1667],1,10,0.1,"[1487, 482, 251, 1309, 1433, 241, 1666, 1482, 1674]",9,0.9,"[1906, 1685, 793, 620, 1914, 475, 772, 785, 84]",9,0.9,0.9,0.1
788,[ 989  126 1298  108 1284 2253 1497  127  261 1643],"[2254, 126, 3430, 3964, 239, 4137]",[126],1,6,0.1,"[2254, 3430, 3964, 239, 4137]",5,0.5,"[989, 1298, 108, 1284, 2253, 1497, 127, 261, 1643]",9,0.9,0.8333333333333334,0.16666666666666666
1839,[ 415  245 1937 1385  173  335  426  420 2062  343],"[3504, 3367, 3120, 255, 334]",[],0,5,0.0,"[3504, 3367, 3120, 255, 334]",5,0.5,"[415, 245, 1937, 1385, 173, 335, 426, 420, 2062, 343]",10,1.0,1.0,0.0
239,[ 341  436 1897 2097  281  188  274 1382 2698 1158],"[2744, 1897, 2743, 279, 1894, 1155]",[1897],1,6,0.1,"[2744, 2743, 279, 1894, 1155]",5,0.5,"[341, 436, 2097, 281, 188, 274, 1382, 2698, 1158]",9,0.9,0.8333333333333334,0.16666666666666666
948,[ 281  333  187  218  180 1391  271  676  164  582],"[1849, 180, 228, 205, 1392]",[180],1,5,0.1,"[1849, 228, 205, 1392]",4,0.4,"[281, 333, 187, 218, 1391, 271, 676, 164, 582]",9,0.9,0.8,0.2
184,[ 725  717  109  132   45 1489 2253  733  544 2367],"[41, 2416, 544, 743, 2025, 1141, 1304, 128, 2418, 2367, 1132, 2415, 2417]","[544, 2367]",2,13,0.2,"[41, 2416, 743, 2025, 1141, 1304, 128, 2418, 1132, 2415, 2417]",11,1.1,"[725, 717, 109, 132, 45, 1489, 2253, 733]",8,0.8,0.8461538461538461,0.15384615384615385
1504,[966 181 168 104 218 272 682 191 279 687],"[168, 2062, 188, 169, 181]","[168, 181]",2,5,0.2,"[2062, 188, 169]",3,0.3,"[966, 104, 218, 272, 682, 191, 279, 687]",8,0.8,0.6,0.4
535,[ 149  330 1844 3349 3347 3273  153 1852 1477  139],"[3711, 2006, 3351, 1853, 3350, 2658, 1288, 3353]",[],0,8,0.0,"[3711, 2006, 3351, 1853, 3350, 2658, 1288, 3353]",8,0.8,"[149, 330, 1844, 3349, 3347, 3273, 153, 1852, 1477, 139]",10,1.0,1.0,0.0
617,[718 649 101 701 758  67 624 906 659 663],"[649, 2361, 701, 67, 659, 694, 2553, 906, 912]","[67, 649, 906, 659, 701]",5,9,0.5,"[2361, 694, 2553, 912]",4,0.4,"[718, 101, 758, 624, 663]",5,0.5,0.4444444444444444,0.5555555555555556
26,[ 417  783  186  337  682  422  778 1086  685  341],"[673, 678, 610, 679, 417, 682, 292]","[417, 682]",2,7,0.2,"[673, 678, 610, 679, 292]",5,0.5,"[783, 186, 337, 422, 778, 1086, 685, 341]",8,0.8,0.7142857142857143,0.2857142857142857
33,[ 337  482  522 1019  302 1220  781 1694  677  420],"[792, 797, 482, 781, 674, 283, 791, 787, 780]","[482, 781]",2,9,0.2,"[792, 797, 674, 283, 791, 787, 780]",7,0.7,"[337, 522, 1019, 302, 1220, 1694, 677, 420]",8,0.8,0.7777777777777778,0.2222222222222222
1027,[1284 1488 1291 3547 2084 2258 2969 3187 1558  629],"[4169, 1482, 1661, 395]",[],0,4,0.0,"[4169, 1482, 1661, 395]",4,0.4,"[1284, 1488, 1291, 3547, 2084, 2258, 2969, 3187, 1558, 629]",10,1.0,1.0,0.0
209,[ 176 1094  182  966  173  345   50  172 1684 1049],"[2616, 171, 202, 172, 176, 2342, 2614, 2615]","[176, 172]",2,8,0.2,"[2616, 171, 202, 2342, 2614, 2615]",6,0.6,"[1094, 182, 966, 173, 345, 50, 1684, 1049]",8,0.8,0.75,0.25
1171,[1131 2247 2253 1492 1291  262  387   38  376 1682],"[387, 3833, 74, 4068, 2253]","[387, 2253]",2,5,0.2,"[3833, 74, 4068]",3,0.3,"[1131, 2247, 1492, 1291, 262, 38, 376, 1682]",8,0.8,0.6,0.4
491,[1522  504  141  308  309  680 1306  892 1677  540],"[680, 452, 784, 794, 2059, 512, 1471, 1677, 591]","[680, 1677]",2,9,0.2,"[452, 784, 794, 2059, 512, 1471, 591]",7,0.7,"[1522, 504, 141, 308, 309, 1306, 892, 540]",8,0.8,0.7777777777777778,0.2222222222222222
1455,[ 916  731  242  329  624  323  682  430  307 2071],"[141, 2870, 4469]",[],0,3,0.0,"[141, 2870, 4469]",3,0.3,"[916, 731, 242, 329, 624, 323, 682, 430, 307, 2071]",10,1.0,1.0,0.0
1250,[ 262  345   41  910  426 1141  329  371   84  266],"[2251, 261, 4137, 1991, 695, 1141, 2367, 395, 1098]",[1141],1,9,0.1,"[2251, 261, 4137, 1991, 695, 2367, 395, 1098]",8,0.8,"[262, 345, 41, 910, 426, 329, 371, 84, 266]",9,0.9,0.8888888888888888,0.1111111111111111
433,[ 997  251  995 1419 1002  118  823 1679 3497 1425],"[1680, 720, 1673, 2832, 3497]",[3497],1,5,0.1,"[1680, 720, 1673, 2832]",4,0.4,"[997, 251, 995, 1419, 1002, 118, 823, 1679, 1425]",9,0.9,0.8,0.2
1640,[  41  209  249 2692   45   91 1401   50   49  430],"[1164, 2175, 748, 4350, 2367, 45]",[45],1,6,0.1,"[1164, 2175, 748, 4350, 2367]",5,0.5,"[41, 209, 249, 2692, 91, 1401, 50, 49, 430]",9,0.9,0.8333333333333334,0.16666666666666666
1566,[1645  201  343  281  336 1936  274  827 2148  930],"[437, 2144, 1345, 3278]",[],0,4,0.0,"[437, 2144, 1345, 3278]",4,0.4,"[1645, 201, 343, 281, 336, 1936, 274, 827, 2148, 930]",10,1.0,1.0,0.0
1131,[1643 1113 1675  989 3021  467 1638  108 2034  437],"[989, 3202, 84, 346, 110, 556, 1635]",[989],1,7,0.1,"[3202, 84, 346, 110, 556, 1635]",6,0.6,"[1643, 1113, 1675, 3021, 467, 1638, 108, 2034, 437]",9,0.9,0.8571428571428571,0.14285714285714285
1758,[ 529 2220 2489  823  249  545 1258 2281 3412 3971],"[1707, 1071, 2239, 3616, 2942]",[],0,5,0.0,"[1707, 1071, 2239, 3616, 2942]",5,0.5,"[529, 2220, 2489, 823, 249, 545, 1258, 2281, 3412, 3971]",10,1.0,1.0,0.0
212,[ 960  672  402  181  673  961  687  495  274 1382],"[961, 343, 2201]",[961],1,3,0.1,"[343, 2201]",2,0.2,"[960, 672, 402, 181, 673, 687, 495, 274, 1382]",9,0.9,0.6666666666666666,0.3333333333333333
1170,[ 141   49  628  904  335  448 2144 1067  393  567],"[372, 1278, 1305, 784, 127, 136]",[],0,6,0.0,"[372, 1278, 1305, 784, 127, 136]",6,0.6,"[141, 49, 628, 904, 335, 448, 2144, 1067, 393, 567]",10,1.0,1.0,0.0
1531,[ 102  540  890  374  744  435   80 1306  448  938],"[374, 2905, 1337, 102, 890, 2307, 448, 1779, 80, 592, 2581, 440, 938, 1522, 1787]","[448, 102, 938, 80, 374, 890]",6,15,0.6,"[2905, 1337, 2307, 1779, 592, 2581, 440, 1522, 1787]",9,0.9,"[540, 744, 435, 1306]",4,0.4,0.6,0.4
1269,[230 337 789 417 790 309 610 778 338 781],"[4090, 1628, 635, 2293, 780, 415, 230, 247, 3129]",[230],1,9,0.1,"[4090, 1628, 635, 2293, 780, 415, 247, 3129]",8,0.8,"[337, 789, 417, 790, 309, 610, 778, 338, 781]",9,0.9,0.8888888888888888,0.1111111111111111
1055,[  57  252 1669 2246  989 1422  160  395 1280 1065],"[126, 1123, 1298, 1651, 1280, 1291, 1853]",[1280],1,7,0.1,"[126, 1123, 1298, 1651, 1291, 1853]",6,0.6,"[57, 252, 1669, 2246, 989, 1422, 160, 395, 1065]",9,0.9,0.8571428571428571,0.14285714285714285
170,[1768  207    8  475 2536  530 1882  216  593 1798],"[2329, 2274, 838, 467, 802]",[],0,5,0.0,"[2329, 2274, 838, 467, 802]",5,0.5,"[1768, 207, 8, 475, 2536, 530, 1882, 216, 593, 1798]",10,1.0,1.0,0.0
657,[ 584  324  827 1937  184 1629  104  230  182 3075],"[414, 584, 2712, 169, 3495, 2794, 167, 3951, 798]",[584],1,9,0.1,"[414, 2712, 169, 3495, 2794, 167, 3951, 798]",8,0.8,"[324, 827, 1937, 184, 1629, 104, 230, 182, 3075]",9,0.9,0.8888888888888888,0.1111111111111111
40,[ 916  922   45  915 1199  926 1056  372 2849 2701],"[916, 925, 922, 45, 923, 915, 926]","[45, 915, 916, 922, 926]",5,7,0.5,"[925, 923]",2,0.2,"[1199, 1056, 372, 2849, 2701]",5,0.5,0.2857142857142857,0.7142857142857143
335,[ 460  761 1135  329 1425 1741 1169  118 1053  910],"[57, 67, 2706, 761, 2175, 1140]",[761],1,6,0.1,"[57, 67, 2706, 2175, 1140]",5,0.5,"[460, 1135, 329, 1425, 1741, 1169, 118, 1053, 910]",9,0.9,0.8333333333333334,0.16666666666666666
1621,[ 823 2445   82  900  132  923  125   89  576  543],"[620, 898, 1684, 731, 415, 1638, 3704]",[],0,7,0.0,"[620, 898, 1684, 731, 415, 1638, 3704]",7,0.7,"[823, 2445, 82, 900, 132, 923, 125, 89, 576, 543]",10,1.0,1.0,0.0
879,[3348 3352  330 2006 2838 1845 1226 1311 1844 2657],"[952, 3348]",[3348],1,2,0.1,[952],1,0.1,"[3352, 330, 2006, 2838, 1845, 1226, 1311, 1844, 2657]",9,0.9,0.5,0.5
1107,[ 532  323  876  307  312  593  444 1875  515 2377],"[3875, 744, 306, 1372, 630, 1866, 507]",[],0,7,0.0,"[3875, 744, 306, 1372, 630, 1866, 507]",7,0.7,"[532, 323, 876, 307, 312, 593, 444, 1875, 515, 2377]",10,1.0,1.0,0.0
398,[ 933 3190 1741 2443 2511 3334  270  459  457  370],"[478, 815, 3190, 44, 459, 936, 370, 1133, 933]","[370, 459, 933, 3190]",4,9,0.4,"[478, 815, 44, 936, 1133]",5,0.5,"[1741, 2443, 2511, 3334, 270, 457]",6,0.6,0.5555555555555556,0.4444444444444444
1693,[ 460  370 1285 1283 1282  385 1726 2006  160   71],"[1302, 1130, 460, 3900, 1727]",[460],1,5,0.1,"[1302, 1130, 3900, 1727]",4,0.4,"[370, 1285, 1283, 1282, 385, 1726, 2006, 160, 71]",9,0.9,0.8,0.2
930,[ 369  114  371  125 3545  905 1921  104 1775  723],"[4095, 4288, 905, 3342, 3260, 1125, 1742, 388, 369]","[905, 369]",2,9,0.2,"[4095, 4288, 3342, 3260, 1125, 1742, 388]",7,0.7,"[114, 371, 125, 3545, 1921, 104, 1775, 723]",8,0.8,0.7777777777777778,0.2222222222222222
326,[1393  492  685  582  676  182  428 1790  961 1043],"[3133, 3129, 182, 2074, 3128, 582, 1855, 3132, 965, 274, 175]","[582, 182]",2,11,0.2,"[3133, 3129, 2074, 3128, 1855, 3132, 965, 274, 175]",9,0.9,"[1393, 492, 685, 676, 428, 1790, 961, 1043]",8,0.8,0.8181818181818182,0.18181818181818182
1103,[1996  704  610   68   58   42  560   47 2303 1247],"[90, 58, 452, 82, 66, 1652, 704]","[704, 58]",2,7,0.2,"[90, 452, 82, 66, 1652]",5,0.5,"[1996, 610, 68, 42, 560, 47, 2303, 1247]",8,0.8,0.7142857142857143,0.2857142857142857
1000,[2066  176  673 2860  212  345  581  168 1385  411],"[2066, 176, 2879]","[176, 2066]",2,3,0.2,[2879],1,0.1,"[673, 2860, 212, 345, 581, 168, 1385, 411]",8,0.8,0.3333333333333333,0.6666666666666666
967,[ 274  492  672 1340  961  673  489  681  976  676],"[1629, 2613, 1888, 1984, 1391, 492]",[492],1,6,0.1,"[1629, 2613, 1888, 1984, 1391]",5,0.5,"[274, 672, 1340, 961, 673, 489, 681, 976, 676]",9,0.9,0.8333333333333334,0.16666666666666666
493,[ 896  890 2893 2152  102 2180 2375   80 3457 3664],"[1599, 890, 2027, 3627, 3630]",[890],1,5,0.1,"[1599, 2027, 3627, 3630]",4,0.4,"[896, 2893, 2152, 102, 2180, 2375, 80, 3457, 3664]",9,0.9,0.8,0.2
350,[1336  307  324  338  285  300  104  753  103 1543],"[1722, 298, 1824, 297, 1336, 300, 3237, 1817, 3238, 2299, 1873]","[1336, 300]",2,11,0.2,"[1722, 298, 1824, 297, 3237, 1817, 3238, 2299, 1873]",9,0.9,"[307, 324, 338, 285, 104, 753, 103, 1543]",8,0.8,0.8181818181818182,0.18181818181818182
1330,[1336  630  324  777  744  711  118  599  297  923],"[1336, 234, 324, 3413, 2120, 2416, 2989, 1810]","[1336, 324]",2,8,0.2,"[234, 3413, 2120, 2416, 2989, 1810]",6,0.6,"[630, 777, 744, 711, 118, 599, 297, 923]",8,0.8,0.75,0.25
1022,[1436  512  323  777 1019  504  467  511 1761 1170],"[510, 1663, 323, 2867, 506, 309, 1236, 511]","[323, 511]",2,8,0.2,"[510, 1663, 2867, 506, 309, 1236]",6,0.6,"[1436, 512, 777, 1019, 504, 467, 1761, 1170]",8,0.8,0.75,0.25
413,[101  67  47 659  61 641 705 645 580 663],"[659, 693, 101, 658, 401, 3435]","[659, 101]",2,6,0.2,"[693, 658, 401, 3435]",4,0.4,"[67, 47, 61, 641, 705, 645, 580, 663]",8,0.8,0.6666666666666666,0.3333333333333333
30,[ 315  725  591  619  927 2367 2368 1333  731  982],"[734, 753, 744, 735, 750, 731, 742, 725, 97]","[731, 725]",2,9,0.2,"[734, 753, 744, 735, 750, 742, 97]",7,0.7,"[315, 591, 619, 927, 2367, 2368, 1333, 982]",8,0.8,0.7777777777777778,0.2222222222222222
1767,[ 251 2253  258  925 2704  624 1669 1679 2425 1426],"[1248, 4027, 1290, 118, 3603, 57, 2974, 695, 251]",[251],1,9,0.1,"[1248, 4027, 1290, 118, 3603, 57, 2974, 695]",8,0.8,"[2253, 258, 925, 2704, 624, 1669, 1679, 2425, 1426]",9,0.9,0.8888888888888888,0.1111111111111111
1296,[ 151  976 1628  181  168  570  186 1385  672  336],"[899, 167, 4037, 942]",[],0,4,0.0,"[899, 167, 4037, 942]",4,0.4,"[151, 976, 1628, 181, 168, 570, 186, 1385, 672, 336]",10,1.0,1.0,0.0
1579,[  45   71 1053  245  345  916 2878 2443 3121  419],"[3803, 1098, 2703, 1400, 3031, 2793]",[],0,6,0.0,"[3803, 1098, 2703, 1400, 3031, 2793]",6,0.6,"[45, 71, 1053, 245, 345, 916, 2878, 2443, 3121, 419]",10,1.0,1.0,0.0
395,[  54  646  647   68  642  669  560 1252   66 1254],"[1117, 64, 970, 1660, 435, 658, 58]",[],0,7,0.0,"[1117, 64, 970, 1660, 435, 658, 58]",7,0.7,"[54, 646, 647, 68, 642, 669, 560, 1252, 66, 1254]",10,1.0,1.0,0.0
1002,[ 624   80  454  438  204 1161  906   37  106  239],"[3789, 907, 1238, 928, 2864]",[],0,5,0.0,"[3789, 907, 1238, 928, 2864]",5,0.5,"[624, 80, 454, 438, 204, 1161, 906, 37, 106, 239]",10,1.0,1.0,0.0
876,[ 249  251  723  683  438   87  681 1385  823  962],"[204, 999, 2089, 987, 230, 761]",[],0,6,0.0,"[204, 999, 2089, 987, 230, 761]",6,0.6,"[249, 251, 723, 683, 438, 87, 681, 1385, 823, 962]",10,1.0,1.0,0.0
1697,[ 341   65  498  965  104 1382  171  415  257  955],"[423, 95, 498, 191, 955]","[498, 955]",2,5,0.2,"[423, 95, 191]",3,0.3,"[341, 65, 965, 104, 1382, 171, 415, 257]",8,0.8,0.6,0.4
1615,[ 168  180  167  183  149  142 1629  175 1275  485],"[2144, 2166, 4201, 335]",[],0,4,0.0,"[2144, 2166, 4201, 335]",4,0.4,"[168, 180, 167, 183, 149, 142, 1629, 175, 1275, 485]",10,1.0,1.0,0.0
799,[2536  933 3160 1434  733  808 2728 1608  102 1113],"[463, 2161, 3518, 3959, 928, 3411, 3040, 4149]",[],0,8,0.0,"[463, 2161, 3518, 3959, 928, 3411, 3040, 4149]",8,0.8,"[2536, 933, 3160, 1434, 733, 808, 2728, 1608, 102, 1113]",10,1.0,1.0,0.0
109,[ 930  348  452  890 1779  543  706  444 1067 2478],"[1193, 64, 1826, 1067, 1183, 67, 1832, 348, 543]","[1067, 348, 543]",3,9,0.3,"[1193, 64, 1826, 1183, 67, 1832]",6,0.6,"[930, 452, 890, 1779, 706, 444, 2478]",7,0.7,0.6666666666666666,0.3333333333333333
1253,[ 923  343   49   65 1064  202  437  249   87 2734],"[4422, 415, 622, 537, 990, 1591, 1177, 4339, 173, 975]",[],0,10,0.0,"[4422, 415, 622, 537, 990, 1591, 1177, 4339, 173, 975]",10,1.0,"[923, 343, 49, 65, 1064, 202, 437, 249, 87, 2734]",10,1.0,1.0,0.0
311,[185 402 341 181 142 335 279 163 489 201],"[3088, 292, 2320, 2070, 167, 181, 3084]",[181],1,7,0.1,"[3088, 292, 2320, 2070, 167, 3084]",6,0.6,"[185, 402, 341, 142, 335, 279, 163, 489, 201]",9,0.9,0.8571428571428571,0.14285714285714285
1226,[1489 1064  545  549  255  118 2110 3020  910  993],"[2431, 1636, 3681, 1690, 1669, 1683, 3822, 2445, 1308, 247, 910, 1634]",[910],1,12,0.1,"[2431, 1636, 3681, 1690, 1669, 1683, 3822, 2445, 1308, 247, 1634]",11,1.1,"[1489, 1064, 545, 549, 255, 118, 2110, 3020, 993]",9,0.9,0.9166666666666666,0.08333333333333333
1351,[1643  473 3388 2034 2510  744 2025 2041  808 3223],"[3200, 2084, 1643, 1134, 2044, 806, 1804]",[1643],1,7,0.1,"[3200, 2084, 1134, 2044, 806, 1804]",6,0.6,"[473, 3388, 2034, 2510, 744, 2025, 2041, 808, 3223]",9,0.9,0.8571428571428571,0.14285714285714285
1622,[901 101  81 339 918 703  49  41 659 430],"[617, 2175, 4013, 993, 758, 718]",[],0,6,0.0,"[617, 2175, 4013, 993, 758, 718]",6,0.6,"[901, 101, 81, 339, 918, 703, 49, 41, 659, 430]",10,1.0,1.0,0.0
1428,[ 257  684 1823 4251  784 3342 2220 3256  308  216],"[722, 3404, 2486, 993, 319, 2785]",[],0,6,0.0,"[722, 3404, 2486, 993, 319, 2785]",6,0.6,"[257, 684, 1823, 4251, 784, 3342, 2220, 3256, 308, 216]",10,1.0,1.0,0.0
1545,[ 537  438 3214  249 1690 1634 1679  761  549  545],"[3714, 3531, 110, 1248, 2619, 4222]",[],0,6,0.0,"[3714, 3531, 110, 1248, 2619, 4222]",6,0.6,"[537, 438, 3214, 249, 1690, 1634, 1679, 761, 549, 545]",10,1.0,1.0,0.0
597,[1634  537  384  239  937  624  557 4023 2034 1683],"[381, 3864, 3215, 710, 1415, 38, 66, 419, 910, 2175, 3808, 1642]",[],0,12,0.0,"[381, 3864, 3215, 710, 1415, 38, 66, 419, 910, 2175, 3808, 1642]",12,1.2,"[1634, 537, 384, 239, 937, 624, 557, 4023, 2034, 1683]",10,1.0,1.0,0.0
238,[1727  457 1430 1730  813 1438  460 1199  470  370],"[762, 69, 1727, 1665, 1447, 1446, 370, 1442, 813, 319]","[370, 813, 1727]",3,10,0.3,"[762, 69, 1665, 1447, 1446, 1442, 319]",7,0.7,"[457, 1430, 1730, 1438, 460, 1199, 470]",7,0.7,0.7,0.3
544,[1019  518  533  501  786 1672 2871  505  531 1458],"[533, 2400, 1672, 1019, 3735, 501, 1458, 1034, 531, 1883]","[1672, 1458, 531, 501, 533, 1019]",6,10,0.6,"[2400, 3735, 1034, 1883]",4,0.4,"[518, 786, 2871, 505]",4,0.4,0.4,0.6
832,[ 309  313  298  777  876  532 1428  527  530 1536],"[3053, 2476, 514, 1755]",[],0,4,0.0,"[3053, 2476, 514, 1755]",4,0.4,"[309, 313, 298, 777, 876, 532, 1428, 527, 530, 1536]",10,1.0,1.0,0.0
831,[2066  735 1404 2860 1263 1388  226  214 1401 1391],"[3025, 1396, 209, 212, 1390, 1571]",[],0,6,0.0,"[3025, 1396, 209, 212, 1390, 1571]",6,0.6,"[2066, 735, 1404, 2860, 1263, 1388, 226, 214, 1401, 1391]",10,1.0,1.0,0.0
1193,[2024  252  392 2251  239  109 3284  430 2263  262],"[1286, 1434, 88, 4211, 395, 239, 84, 4079, 250, 1768, 80, 933, 1804]",[239],1,13,0.1,"[1286, 1434, 88, 4211, 395, 84, 4079, 250, 1768, 80, 933, 1804]",12,1.2,"[2024, 252, 392, 2251, 109, 3284, 430, 2263, 262]",9,0.9,0.9230769230769231,0.07692307692307693
129,[ 676  184  176  498  188  673  181  401 2740  296],"[1895, 1978, 185, 673, 1648]",[673],1,5,0.1,"[1895, 1978, 185, 1648]",4,0.4,"[676, 184, 176, 498, 188, 181, 401, 2740, 296]",9,0.9,0.8,0.2
1639,[ 257  438 1306  436  929  431  443   97 2669 1159],"[4246, 3185, 4212, 204, 3302]",[],0,5,0.0,"[4246, 3185, 4212, 204, 3302]",5,0.5,"[257, 438, 1306, 436, 929, 431, 443, 97, 2669, 1159]",10,1.0,1.0,0.0
865,[ 509  778  522  511  338  298  793  475 1823 1019],"[422, 778, 612, 786, 302, 711, 509, 309]","[778, 509]",2,8,0.2,"[422, 612, 786, 302, 711, 309]",6,0.6,"[522, 511, 338, 298, 793, 475, 1823, 1019]",8,0.8,0.75,0.25
1623,[ 181  186  295 1056  187 1393  587  151 3539  185],"[2061, 167, 1391, 186, 228]",[186],1,5,0.1,"[2061, 167, 1391, 228]",4,0.4,"[181, 295, 1056, 187, 1393, 587, 151, 3539, 185]",9,0.9,0.8,0.2
780,[ 545  620  116  540   86 1306 3376  549  906  624],"[2915, 4123, 542, 1067, 540, 4122]",[540],1,6,0.1,"[2915, 4123, 542, 1067, 4122]",5,0.5,"[545, 620, 116, 86, 1306, 3376, 549, 906, 624]",9,0.9,0.8333333333333334,0.16666666666666666
1771,[ 298  308  899  337 1236  307 1219  731 1722  230],"[337, 899, 298, 975, 1641, 3363, 86, 442]","[337, 298, 899]",3,8,0.3,"[975, 1641, 3363, 86, 442]",5,0.5,"[308, 1236, 307, 1219, 731, 1722, 230]",7,0.7,0.625,0.375
